loan_id,customer_id,customer_name,product_code,product_name,province,branch_id,origination_date,maturity_date,original_amount,current_balance,interest_rate,risk_grade,credit_score,property_value,ltv_ratio,approval_officer
LN-0003563,CUST-000675,Michael Chen,AUTO,Auto Loan,ON,BR-011,2023-08-24,2029-07-23,28432.52,16765.74,8.8043,BBB,689,0,0,E. Martin
LN-0003564,CUST-000466,Donna Jones,HELOC,Home Equity Line of Credit,ON,BR-015,2022-11-11,2032-09-19,249581.96,0,8.463,BBB,704,431470.23,0.0,J. Taylor
LN-0003565,CUST-000321,Wei Kim,STUDENT,Student Loan,AB,BR-013,2021-11-09,2031-09-18,26892.52,15413.28,6.8575,AAA,816,0,0,I. Lopez
LN-0003566,CUST-001858,Jennifer Rodriguez,AUTO,Auto Loan,BC,BR-019,2024-06-08,2030-05-08,31757.52,24079.03,7.9308,A,724,0,0,G. Brown
LN-0003567,CUST-002120,Raj Lee,MTG-FIX,Fixed Rate Mortgage,ON,BR-015,2025-06-25,2050-02-14,580050.61,597073.99,5.5034,B,597,875343.28,68.21,H. Singh
LN-0003568,CUST-000738,Carlos Jackson,LOC,Line of Credit,QC,BR-001,2020-09-13,2025-08-18,42991.19,3654.35,12.1639,AAA,816,0,0,H. Singh
LN-0003569,CUST-002417,Richard Lopez,AUTO,Auto Loan,BC,BR-002,2019-10-12,2025-09-10,35446.18,3688.81,8.9086,A,719,0,0,J. Taylor
LN-0003570,CUST-003802,Wei Chen,PL-UNSEC,Unsecured Personal Loan,ON,BR-013,2023-01-20,2026-12-30,33568.93,10642.54,10.8948,BB,657,0,0,A. Sharma
LN-0003571,CUST-003593,Carlos Nguyen,LOC,Line of Credit,ON,BR-010,2021-02-16,2026-01-21,14567.05,1477.15,7.6244,A,717,0,0,I. Lopez
LN-0003572,CUST-001679,Thomas Brown,MTG-VAR,Variable Rate Mortgage,ON,BR-011,2023-03-18,2047-11-07,259198.57,233026.69,5.2342,A,769,434743.77,53.6,E. Martin
LN-0003573,CUST-000857,Lisa Brown,LOC,Line of Credit,ON,BR-013,2020-02-27,2025-01-31,42666.15,4171.41,8.9336,BBB,692,0,0,B. Chen
LN-0003574,CUST-003221,Robert Garcia,MTG-VAR,Variable Rate Mortgage,QC,BR-017,2025-06-24,2050-02-13,435826.24,384011.94,6.8376,A,751,731580.72,52.49,J. Taylor
LN-0003575,CUST-000664,sarah das,MTG-VAR,Variable Rate Mortgage,AB,BR-022,2021-06-01,2046-01-21,632266.55,481918.99,5.7327,BB,662,831840.33,57.93,D. Patel
LN-0003576,CUST-003998,Patricia Hernandez,AUTO,Auto Loan,AB,BR-020,2022-10-11,2028-09-09,47484.96,20666.23,6.3282,AA,786,0,0,F. Kim
LN-0003577,CUST-001678,Amara Smith,LOC,Line of Credit,NB,BR-021,2025-05-13,2030-04-17,9510.47,8960.76,9.0652,A,758,0,0,B. Chen
LN-0003578,CUST-003863,ASHLEY JONES,HELOC,Home Equity Line of Credit,ON,BR-003,2022-03-25,2032-02-01,284170.87,192657.63,6.1667,BB,646,384291.82,50.13,D. Patel
LN-0003579,CUST-000452,Margaret Santos,MTG-FIX,Fixed Rate Mortgage,ON,BR-009,2022-05-12,2047-01-01,222709.09,176664.33,5.8554,A,719,362727.29,48.7,H. Singh
LN-0003580,CUST-003815,James Sharma,MTG-VAR,Variable Rate Mortgage,ON,BR-013,2023-04-17,2047-12-07,398726.59,316575.4,6.2011,AA,786,473319.38,66.88,J. Taylor
LN-0003581,CUST-002735,Jennifer Thomas,MTG-VAR,Variable Rate Mortgage,BC,BR-012,2022-10-01,2047-05-23,555244.44,513088.25,6.9264,BBB,727,738825.17,69.45,G. Brown
LN-0003582,CUST-001394,donna hernandez,AUTO,Auto Loan,ON,BR-007,06/08/2022,2028-05-07,43868.79,19632.99,7.9419,BBB,685,0,0,D. Patel
LN-0003583,CUST-001706,Lisa Moore,AUTO,Auto Loan,BC,BR-007,2021-08-17,2027-07-17,20139.11,6393.45,8.3665,BB,647,0,0,I. Lopez
LN-0003584,CUST-000245,Jessica Moore,HELOC,Home Equity Line of Credit,SK,BR-002,2021-08-07,2031-06-16,260631.04,157510.57,6.1783,BBB,729,316852.74,49.71,J. Taylor
LN-0003585,CUST-000991,Mary Rodriguez,PL-UNSEC,Unsecured Personal Loan,NB,BR-025,2019-12-15,2023-11-24,19867.35,1713.24,13.0183,BB,677,0,0,A. Sharma
LN-0003586,CUST-000162,Patricia Chen,MTG-VAR,Variable Rate Mortgage,ON,BR-017,2025-01-18,2049-09-09,132043.19,132460.08,6.1618,A,747,156526.82,84.62,E. Martin
LN-0003587,CUST-003604,Priya Moore,LOC,Line of Credit,MB,BR-012,2024-11-27,2029-11-01,22653.22,18850.62,9.1368,A,739,0,0,J. Taylor
LN-0003588,CUST-002946,William Singh,HELOC,Home Equity Line of Credit,ON,BR-014,2022-04-16,2032-02-23,110722.44,64406.7,6.3539,A,723,184153.82,34.97,H. Singh
LN-0003589,CUST-000839,Karen Lee,PL-UNSEC,Unsecured Personal Loan,ON,BR-018,2020-12-09,2024-11-18,4975.72,483.95,11.005,A,760,0,0,J. Taylor
LN-0003590,CUST-002011,Priya Singh,HELOC,Home Equity Line of Credit,AB,BR-007,2021-06-29,2031-05-08,207750.34,113727.56,7.1414,AA,753,318897.99,35.66,I. Lopez
LN-0003591,CUST-003834,Mohammed Miller,MTG-VAR,Variable Rate Mortgage,QC,BR-002,2022-10-16,2047-06-07,483584.09,0,5.4082,CCC,578,672492.02,0.0,B. Chen
LN-0003592,CUST-000556,Ashley Kim,LOC,Line of Credit,AB,BR-021,2022-12-29,2027-12-03,27917.55,12902.02,9.7702,A,768,0,0,F. Kim
LN-0003593,CUST-002556,William Martin,LOC,Line of Credit,BC,BR-017,2021-09-29,2026-09-03,37060.39,7823.42,11.266,A,759,0,0,D. Patel
LN-0003594,CUST-000794,Robert Taylor,LOC,Line of Credit,ON,BR-010,2019-03-28,2024-03-01,25699.34,2387.89,7.6179,BBB,721,0,0,H. Singh
LN-0003595,CUST-004119,Yuki Sharma,PL-UNSEC,Unsecured Personal Loan,AB,BR-005,2023-04-11,2027-03-21,31223.8,11793.59,9.0616,AA,796,0,0,D. Patel
LN-0003596,CUST-003198,Patricia Lopez,AUTO,Auto Loan,SK,BR-021,2023-08-26,2029-07-25,42955.8,26069.85,7.7461,BB,623,0,0,E. Martin
LN-0003597,CUST-001028,Michael Lee,LOC,Line of Credit,ON,BR-010,2024-05-26,2029-04-30,23785.76,15956.13,7.5525,AA,785,0,0,F. Kim
LN-0003598,CUST-003701,Donna Lee,PL-SEC,Secured Personal Loan,ON,BR-005,2021-10-09,2026-09-13,12790.1,2294.23,10.5314,BB,641,0,0,D. Patel
LN-0003599,CUST-001675,Jennifer Thomas,MTG-FIX,Fixed Rate Mortgage,ON,BR-005,2021-04-10,2045-11-30,702418.82,555648.14,5.5174,BB,665,1101064.69,50.46,E. Martin
LN-0003600,CUST-000546,Raj Jackson,PL-UNSEC,Unsecured Personal Loan,ON,BR-007,2023-06-07,2027-05-17,8914.54,3887.98,13.7846,AA,751,0,0,G. Brown
LN-0003601,CUST-004093,Joseph Rodriguez,MTG-VAR,Variable Rate Mortgage,AB,BR-004,2021-02-15,2045-10-07,165548.86,141040.18,5.2132,A,769,220121.91,64.07,E. Martin
LN-0003602,CUST-003151,WILLIAM PATEL,MTG-FIX,Fixed Rate Mortgage,AB,BR-019,2022-02-13,2046-10-05,584738.55,0,5.3992,BB,661,785098.3,0.0,F. Kim
LN-0003603,CUST-001096,Mary Sharma,MTG-VAR,Variable Rate Mortgage,BC,BR-015,2022-04-25,2046-12-15,626610.36,562193.34,6.8093,BBB,670,761794.01,73.8,A. Sharma
LN-0003604,CUST-000048,William Brown,PL-UNSEC,Unsecured Personal Loan,MB,BR-018,2024-10-22,2028-10-01,11141.6,7499.69,11.982,BB,644,0,0,G. Brown
LN-0003605,CUST-002875,Linda Singh,STUDENT,Student Loan,BC,BR-019,10/07/2022,2032-08-15,14726.16,10392.51,6.0672,A,727,0,0,D. Patel
LN-0003606,CUST-000843,Mary Kim,MTG-FIX,Fixed Rate Mortgage,BC,BR-022,2019-02-01,2043-09-23,695513.33,452875.0,6.433,A,763,864872.1,52.36,G. Brown
LN-0003607,CUST-003738,William Martinez,AUTO,Auto Loan,ON,BR-017,2022-11-17,2028-10-16,74839.96,35414.69,6.1485,A,746,0,0,J. Taylor
LN-0003608,CUST-001491,Yuki Das,HELOC,Home Equity Line of Credit,AB,BR-015,2021-03-04,2031-01-11,70613.77,0,8.2446,BBB,681,79790.42,0.0,C. Williams
LN-0003609,CUST-004023,Sandra Jones,MTG-VAR,Variable Rate Mortgage,ON,BR-006,2024-10-22,2049-06-13,252877.91,218172.06,6.7487,BBB,726,349792.17,62.37,I. Lopez
LN-0003610,CUST-001089,Patricia Miller,MTG-FIX,Fixed Rate Mortgage,ON,BR-008,2020-10-18,2045-06-09,785217.45,539732.47,6.3151,BBB,712,882531.93,61.16,I. Lopez
LN-0003611,CUST-003370,Jessica Jackson,PL-SEC,Secured Personal Loan,BC,BR-007,2023-03-08,2028-02-10,46369.68,21181.41,11.2172,BBB,690,0,0,I. Lopez
LN-0003612,CUST-002631,Linda Sharma,HELOC,Home Equity Line of Credit,BC,BR-008,2023-07-26,2033-06-03,264640.28,207381.88,7.2694,A,746,368645.99,56.26,F. Kim
LN-0003613,CUST-001280,Susan Williams,PL-SEC,Secured Personal Loan,MB,BR-017,2022-08-06,2027-07-11,16143.34,5642.7,7.8081,A,729,0,0,F. Kim
LN-0003614,CUST-002779,Sarah Chen,AUTO,Auto Loan,BC,BR-004,2023-09-12,2029-08-11,36003.53,21839.33,6.3535,A,716,0,0,I. Lopez
LN-0003615,CUST-000259,Mohammed Lopez,MTG-VAR,Variable Rate Mortgage,ON,BR-021,2019-01-24,2043-09-15,553704.61,365522.66,6.3547,BBB,713,863505.01,42.33,J. Taylor
LN-0003616,CUST-000831,Joseph Moore,MTG-VAR,Variable Rate Mortgage,BC,BR-008,2023-10-03,2048-05-24,389487.11,351947.45,6.281,A,761,619240.21,56.84,J. Taylor
LN-0003617,CUST-001751,Patricia Lee,MTG-VAR,Variable Rate Mortgage,ON,BR-010,2021-06-24,2046-02-13,281186.91,218073.09,6.2012,AA,759,465385.68,46.86,I. Lopez
LN-0003618,CUST-002446,Sarah Brown,HELOC,Home Equity Line of Credit,ON,BR-010,2023-01-31,2032-12-09,209249.29,136402.69,7.0819,BBB,684,254934.36,53.51,D. Patel
LN-0003619,CUST-003879,Susan Nguyen,MTG-VAR,Variable Rate Mortgage,QC,BR-011,2021-04-18,2045-12-08,405549.84,328399.68,5.2995,BB,658,645467.5,50.88,G. Brown
LN-0003620,CUST-002163,Sarah Nguyen,AUTO,Auto Loan,AB,BR-015,2021-07-09,2027-06-08,15462.93,4572.89,8.0674,BBB,714,0,0,G. Brown
LN-0003621,CUST-000940,Elizabeth Wilson,AUTO,Auto Loan,BC,BR-025,2020-06-21,2026-05-21,10211.11,1074.25,5.7216,BBB,723,0,0,C. Williams
LN-0003622,CUST-000172,Ashley Nguyen,AUTO,Auto Loan,NS,BR-009,2024-03-27,2030-02-24,54623.87,38026.66,7.9973,BBB,687,0,0,F. Kim
LN-0003623,CUST-003199,Jennifer Martinez,MTG-FIX,Fixed Rate Mortgage,ON,BR-005,2022-05-10,2046-12-30,602454.48,498952.43,5.8965,BB,650,925386.41,53.92,A. Sharma
LN-0003624,CUST-003770,Mary Jackson,MTG-FIX,Fixed Rate Mortgage,BC,BR-004,2020-11-18,2045-07-10,684270.88,504952.31,5.5477,AAA,839,788201.75,64.06,I. Lopez
LN-0003625,CUST-000988,Elizabeth Jackson,MTG-FIX,Fixed Rate Mortgage,ON,BR-021,2019-12-24,2044-08-14,489595.54,322859.63,6.4619,BBB,695,869965.83,37.11,G. Brown
LN-0003626,CUST-003563,Mohammed Thomas,MTG-VAR,Variable Rate Mortgage,AB,BR-002,02/18/2024,2048-10-09,640656.73,615366.95,5.8007,BBB,674,1159018.47,53.09,J. Taylor
LN-0003627,CUST-001301,Thomas Ahmed,MTG-VAR,Variable Rate Mortgage,AB,BR-012,2024-01-13,2048-09-03,459262.77,392110.1,6.9451,AA,797,589861.07,66.47,A. Sharma
LN-0003628,CUST-004247,nancy williams,AUTO,Auto Loan,BC,BR-006,2024-06-10,2030-05-10,35896.27,24631.25,7.6805,BB,668,0,0,H. Singh
LN-0003629,CUST-001719,Priya Williams,MTG-FIX,Fixed Rate Mortgage,ON,BR-004,2021-04-16,2045-12-06,630043.18,480996.3,4.5847,BBB,695,977376.29,49.21,I. Lopez
LN-0003630,CUST-003062,Lisa Moore,MTG-FIX,Fixed Rate Mortgage,NS,BR-016,2024-04-26,2048-12-16,140444.53,115563.65,5.1406,BBB,687,193951.04,59.58,J. Taylor
LN-0003631,CUST-000362,Linda Anderson,STUDENT,Student Loan,QC,BR-014,2023-08-14,2033-06-22,11482.32,8838.53,5.3137,AA,775,0,0,A. Sharma
LN-0003632,CUST-001714,Robert Davis,AUTO,Auto Loan,BC,BR-021,2023-12-06,2029-11-04,44236.54,31127.59,6.6653,BB,633,0,0,I. Lopez
LN-0003633,CUST-003592,Nancy Jones,MTG-VAR,Variable Rate Mortgage,ON,BR-024,2020-05-30,2045-01-19,326843.48,258898.23,5.0432,BBB,710,480722.74,53.86,C. Williams
LN-0003634,CUST-002334,Wei Santos,MTG-FIX,Fixed Rate Mortgage,ON,BR-004,2019-02-05,2043-09-27,572167.97,395866.82,5.4042,AA,784,1026364.94,38.57,I. Lopez
LN-0003635,CUST-000929,Susan Das,PL-SEC,Secured Personal Loan,ON,BR-020,2022-08-30,2027-08-04,22002.87,7673.38,9.1705,BB,665,0,0,H. Singh
LN-0003636,CUST-001524,Mary Martinez,MTG-FIX,Fixed Rate Mortgage,AB,BR-021,2019-08-27,2044-04-17,733714.63,491723.1,6.4361,AA,786,988639.55,49.74,E. Martin
LN-0003637,CUST-001784,Raj Patel,AUTO,Auto Loan,BC,BR-016,2019-07-08,2025-06-06,69504.18,6230.01,5.8238,BB,671,0,0,E. Martin
LN-0003638,CUST-003637,James Chen,PL-SEC,Secured Personal Loan,ON,BR-010,2020-06-15,2025-05-20,31534.52,2762.29,10.4005,AAA,803,0,0,C. Williams
LN-0003639,CUST-000663,Thomas Lee,MTG-VAR,Variable Rate Mortgage,BC,BR-005,2025-03-12,2049-11-01,633347.76,617955.41,5.0987,A,715,724802.24,85.26,C. Williams
LN-0003640,CUST-000114,Mary Singh,AUTO,Auto Loan,ON,BR-022,2022-07-02,2028-05-31,50508.48,20628.83,7.4111,CCC,555,0,0,H. Singh
LN-0003641,CUST-002326,Raj Kim,MTG-FIX,Fixed Rate Mortgage,ON,BR-014,2023-11-12,2048-07-03,624689.01,588639.64,5.9944,AA,796,710083.78,82.9,F. Kim
LN-0003642,CUST-002364,Elizabeth Santos,MTG-FIX,Fixed Rate Mortgage,ON,BR-019,2019-12-24,2044-08-14,734344.14,0,5.9401,A,714,1325314.78,0.0,I. Lopez
LN-0003643,CUST-000527,robert kim,MTG-FIX,Fixed Rate Mortgage,SK,BR-018,2024-08-28,2049-04-19,505595.6,445393.04,6.3231,AA,791,840536.69,52.99,F. Kim
LN-0003644,CUST-003603,Jessica Santos,AUTO,Auto Loan,BC,BR-002,2020-10-10,2026-09-09,24928.8,3781.08,8.0456,AA,797,0,0,B. Chen
LN-0003645,CUST-002185,Lisa Williams,MTG-FIX,Fixed Rate Mortgage,MB,BR-016,2024-09-15,2049-05-07,762560.61,734528.58,4.9069,A,741,1169468.6,62.81,C. Williams
LN-0003646,CUST-003598,Michael Lee,AUTO,Auto Loan,BC,BR-003,2020-09-28,2026-08-28,23984.4,3944.64,5.9571,BBB,693,0,0,E. Martin
LN-0003647,CUST-002465,Elizabeth Lopez,MTG-FIX,Fixed Rate Mortgage,AB,BR-002,2025-06-25,2050-02-14,592800.05,612532.09,4.8499,BB,667,695141.16,88.12,F. Kim
LN-0003648,CUST-003539,Fatima Williams,MTG-VAR,Variable Rate Mortgage,AB,BR-023,2023-03-23,2047-11-12,557548.69,483178.19,5.8476,A,760,676283.42,71.45,H. Singh
LN-0003649,CUST-000722,Patricia Williams,HELOC,Home Equity Line of Credit,BC,BR-023,2025-04-25,2035-03-04,288203.65,284477.21,6.3133,BBB,720,361023.02,78.8,J. Taylor
LN-0003650,CUST-003388,Richard Ahmed,STUDENT,Student Loan,ON,BR-011,2020-09-06,2030-07-16,23924.71,10472.61,6.0731,AAA,820,0,0,B. Chen
LN-0003651,CUST-000198,Donna Sharma,LOC,Line of Credit,ON,BR-002,2024-08-30,2029-08-04,28121.23,20417.49,12.4262,AA,776,0,0,G. Brown
LN-0003652,CUST-000180,Yuki Jackson,AUTO,Auto Loan,AB,BR-018,2019-12-23,2025-11-21,40857.15,4220.03,8.7078,BBB,683,0,0,A. Sharma
LN-0003653,CUST-000447,Barbara Kim,PL-UNSEC,Unsecured Personal Loan,ON,BR-003,2020-11-08,2024-10-18,30768.37,2771.81,11.8944,AA,770,0,0,J. Taylor
LN-0003654,CUST-000678,Donna Taylor,MTG-FIX,Fixed Rate Mortgage,BC,BR-002,2021-09-04,2046-04-26,677760.24,498602.97,5.1353,BBB,699,1029134.37,48.45,I. Lopez
LN-0003655,CUST-002291,Thomas Santos,LOC,Line of Credit,SK,BR-023,2020-11-16,2025-10-21,27837.99,2386.11,9.4658,B,591,0,0,G. Brown
LN-0003656,CUST-001906,Joseph Davis,MTG-VAR,Variable Rate Mortgage,SK,BR-002,2024-08-22,2049-04-13,443393.73,431265.43,6.6813,BB,646,576458.31,74.81,J. Taylor
LN-0003657,CUST-003522,William Lee,MTG-VAR,Variable Rate Mortgage,ON,BR-005,2022-10-20,2047-06-11,428514.24,330822.8,5.1627,B,570,504656.23,65.55,H. Singh
LN-0003658,CUST-000551,Barbara Sharma,MTG-VAR,Variable Rate Mortgage,QC,BR-020,2022-02-04,2046-09-26,467351.97,391971.48,6.9302,BBB,682,737878.13,53.12,B. Chen
LN-0003659,CUST-000148,Donna Miller,LOC,Line of Credit,AB,BR-018,2022-12-16,2027-11-20,20131.83,8318.3,11.3787,A,750,0,0,I. Lopez
LN-0003660,CUST-000623,Joseph Kim,PL-SEC,Secured Personal Loan,QC,BR-012,2025-06-19,2030-05-24,44407.83,41254.06,7.7649,CCC,540,0,0,D. Patel
LN-0003661,CUST-000046,Yuki Sharma,LOC,Line of Credit,AB,BR-015,2020-11-16,2025-10-21,7006.34,601.23,11.1508,A,711,0,0,A. Sharma
LN-0003662,CUST-002532,Mohammed Miller,PL-UNSEC,Unsecured Personal Loan,QC,BR-006,2020-02-14,2024-01-24,26287.59,2657.37,12.1505,BBB,685,0,0,F. Kim
LN-0003663,CUST-001299,Sarah Smith,MTG-FIX,Fixed Rate Mortgage,ON,BR-021,2024-03-16,2048-11-05,704594.67,576855.63,5.1409,BBB,720,1146194.41,50.33,D. Patel
LN-0003664,CUST-003875,Karen Smith,PL-SEC,Secured Personal Loan,ON,BR-022,2022-09-30,2027-09-04,43545.74,15881.38,7.4182,A,745,0,0,G. Brown
LN-0003665,CUST-000312,Richard Santos,AUTO,Auto Loan,BC,BR-014,2024-10-17,2030-09-16,56962.98,50155.27,8.5442,CCC,563,0,0,D. Patel
LN-0003666,CUST-001532,Raj Patel,MTG-VAR,Variable Rate Mortgage,ON,BR-020,2024-12-21,2049-08-12,525463.39,473628.6,5.5939,A,739,675847.32,70.08,H. Singh
LN-0003667,CUST-002909,Joseph Chen,HELOC,Home Equity Line of Credit,QC,BR-024,2020-09-09,2030-07-19,26574.26,11392.95,6.9217,BB,670,41662.05,27.35,H. Singh
LN-0003668,CUST-001807,Jessica Kim,MTG-FIX,Fixed Rate Mortgage,ON,BR-016,2020-04-02,2044-11-22,353166.65,284795.4,5.6343,A,740,541291.11,52.61,E. Martin
LN-0003669,CUST-001820,jennifer williams,LOC,Line of Credit,ON,BR-004,2019-02-16,2024-01-21,11425.06,1195.13,7.6055,CCC,520,0,0,A. Sharma
LN-0003670,CUST-002359,THOMAS JOHNSON,AUTO,Auto Loan,ON,BR-011,2024-04-01,2030-03-01,44943.07,29531.28,7.0293,A,729,0,0,E. Martin
LN-0003671,CUST-000799,WEI WILLIAMS,MTG-FIX,Fixed Rate Mortgage,SK,BR-008,2024-05-15,2049-01-04,780721.03,631776.87,6.285,B,603,1010872.32,62.5,D. Patel
LN-0003672,CUST-003120,Thomas Lopez,STUDENT,Student Loan,AB,BR-011,2024-10-12,2034-08-21,34445.93,29719.47,6.7058,BBB,689,0,0,J. Taylor
LN-0003673,CUST-001367,Joseph Moore,MTG-VAR,Variable Rate Mortgage,BC,BR-008,2023-08-24,2048-04-14,228824.36,208532.95,6.8239,A,713,367148.2,56.8,H. Singh
LN-0003674,CUST-002809,Margaret Lee,PL-UNSEC,Unsecured Personal Loan,QC,BR-006,2021-12-07,2025-11-16,9889.17,934.91,14.2294,BBB,692,0,0,F. Kim
LN-0003675,CUST-000762,Sarah Davis,MTG-VAR,Variable Rate Mortgage,BC,BR-022,2021-10-12,2046-06-03,172411.99,138075.72,6.0155,AA,770,212539.76,64.96,D. Patel
LN-0003676,CUST-000541,Joseph Sharma,AUTO,Auto Loan,AB,BR-005,2021-12-27,2027-11-26,68729.62,25046.48,5.6615,BBB,725,0,0,F. Kim
LN-0003677,CUST-002635,margaret lopez,MTG-VAR,Variable Rate Mortgage,ON,BR-025,2022-03-13,2046-11-02,681751.59,523218.92,5.1899,AA,780,1194828.5,43.79,C. Williams
LN-0003678,CUST-000463,Yuki Das,PL-UNSEC,Unsecured Personal Loan,AB,BR-009,2020-05-05,2024-04-14,31745.26,3256.13,9.2448,AA,785,0,0,J. Taylor
LN-0003679,CUST-000861,Sarah Brown,AUTO,Auto Loan,ON,BR-019,2021-02-11,2027-01-11,50236.76,0,7.0007,BBB,714,0,0,H. Singh
LN-0003680,CUST-003043,Mary Taylor,MTG-FIX,Fixed Rate Mortgage,QC,BR-014,2024-01-09,2048-08-30,294672.86,248879.15,5.8154,B,608,489037.85,50.89,E. Martin
LN-0003681,CUST-002393,Wei Davis,LOC,Line of Credit,NB,BR-002,2021-08-02,2026-07-07,23696.42,3621.4,11.7342,BBB,676,0,0,C. Williams
LN-0003682,CUST-000408,Barbara Wilson,HELOC,Home Equity Line of Credit,AB,BR-012,2024-12-12,2034-10-21,81684.06,66959.41,6.0518,AA,759,128858.63,51.96,G. Brown
LN-0003683,CUST-002025,LISA JOHNSON,PL-SEC,Secured Personal Loan,NS,BR-006,2022-04-07,2027-03-12,32143.67,9430.45,8.979,BBB,703,0,0,I. Lopez
LN-0003684,CUST-003205,Karen Taylor,LOC,Line of Credit,BC,BR-020,2019-01-16,2023-12-21,32795.11,3237.57,11.3236,BBB,714,0,0,H. Singh
LN-0003685,CUST-001094,Fatima Thomas,STUDENT,Student Loan,ON,BR-003,2022-10-08,2032-08-16,52731.63,32419.85,4.5734,BBB,696,0,0,B. Chen
LN-0003686,CUST-001793,Barbara Santos,STUDENT,Student Loan,BC,BR-005,2023-08-05,2033-06-13,45403.73,31962.02,4.2153,BB,648,0,0,J. Taylor
LN-0003687,CUST-002295,Sandra Davis,MTG-FIX,Fixed Rate Mortgage,QC,BR-008,2024-01-09,2048-08-30,791595.0,747796.64,5.6794,BBB,681,1417505.63,52.75,D. Patel
LN-0003688,CUST-000410,Wei Davis,STUDENT,Student Loan,BC,BR-002,2024-02-13,2033-12-22,37901.27,28030.29,6.4359,BB,646,0,0,C. Williams
LN-0003689,CUST-004020,Susan Kim,MTG-FIX,Fixed Rate Mortgage,BC,BR-021,2021-05-01,2045-12-21,596065.88,0,5.7791,BBB,674,832655.8,0.0,H. Singh
LN-0003690,CUST-003911,Yuki Davis,MTG-VAR,Variable Rate Mortgage,BC,BR-011,2024-08-24,2049-04-15,669660.66,642400.07,6.1082,BBB,725,891979.0,72.02,C. Williams
LN-0003691,CUST-003673,Sarah Thomas,PL-SEC,Secured Personal Loan,ON,BR-025,2024-03-08,2029-02-10,14548.99,10472.77,8.5005,AAA,808,0,0,C. Williams
LN-0003692,CUST-000333,Yuki Martin,PL-SEC,Secured Personal Loan,MB,BR-005,2023-06-21,2028-05-25,39904.29,21664.74,11.6681,AA,796,0,0,H. Singh
LN-0003693,CUST-003049,William Taylor,AUTO,Auto Loan,BC,BR-008,2023-10-15,2029-09-13,57603.35,39893.0,7.2147,B,625,0,0,J. Taylor
LN-0003694,CUST-000801,Michael Thomas,HELOC,Home Equity Line of Credit,ON,BR-011,2019-02-15,2028-12-24,95629.23,29093.06,7.6278,BB,652,127370.15,22.84,A. Sharma
LN-0003695,CUST-003294,Linda Das,LOC,Line of Credit,QC,BR-017,2024-04-05,2029-03-10,31875.96,21559.17,12.4265,BBB,716,0,0,B. Chen
LN-0003696,CUST-001471,Lisa Martinez,MTG-FIX,Fixed Rate Mortgage,BC,BR-013,2019-06-14,2044-02-03,721283.89,458783.27,5.6045,AA,760,831901.8,55.15,B. Chen
LN-0003697,CUST-001790,Joseph Miller,HELOC,Home Equity Line of Credit,NB,BR-025,2023-01-12,2032-11-20,179418.96,137806.7,6.995,A,713,274111.47,50.27,D. Patel
LN-0003698,CUST-002088,Donna Thomas,AUTO,Auto Loan,ON,BR-015,2021-12-21,2027-11-20,11644.03,3814.94,7.5227,CCC,545,0,0,J. Taylor
LN-0003699,CUST-002638,Lisa Thomas,STUDENT,Student Loan,ON,BR-005,2025-05-15,2035-03-24,35407.1,29564.42,4.9165,A,762,0,0,A. Sharma
LN-0003700,CUST-000637,Mohammed Anderson,MTG-FIX,Fixed Rate Mortgage,AB,BR-018,2023-05-10,2047-12-30,581493.48,509741.23,6.113,A,740,987639.68,51.61,C. Williams
LN-0003701,CUST-001466,Richard Smith,MTG-FIX,Fixed Rate Mortgage,ON,BR-001,2019-07-08,2044-02-27,120114.85,84680.75,4.6584,BB,662,212116.39,39.92,A. Sharma
LN-0003702,CUST-000831,Richard Rodriguez,AUTO,Auto Loan,ON,BR-011,2020-06-19,2026-05-19,24116.55,2611.6,6.0836,BB,639,0,0,C. Williams
LN-0003703,CUST-001550,Wei Hernandez,PL-SEC,Secured Personal Loan,BC,BR-009,2019-04-05,2024-03-09,12620.96,1278.01,8.2891,BBB,675,0,0,D. Patel
LN-0003704,CUST-001448,Fatima Jones,MTG-VAR,Variable Rate Mortgage,ON,BR-017,2023-05-15,2048-01-04,291699.08,254450.18,6.4329,A,763,383913.43,66.28,F. Kim
LN-0003705,CUST-000083,Wei Brown,LOC,Line of Credit,QC,BR-010,2020-09-17,2025-08-22,7672.36,763.6,11.1466,A,722,0,0,B. Chen
LN-0003706,CUST-000932,William Davis,MTG-FIX,Fixed Rate Mortgage,ON,BR-016,2024-12-04,2049-07-26,504252.95,419532.66,5.0801,BBB,706,626250.72,66.99,C. Williams
LN-0003707,CUST-004217,Margaret Jackson,MTG-FIX,Fixed Rate Mortgage,ON,BR-001,2020-03-04,2044-10-24,256500.13,186302.29,5.3444,BBB,727,349102.83,53.37,C. Williams
LN-0003708,CUST-002793,Susan Chen,MTG-FIX,Fixed Rate Mortgage,ON,BR-025,2024-06-05,2049-01-25,532524.0,449190.87,4.5744,BBB,716,672025.71,66.84,B. Chen
LN-0003709,CUST-000251,Sarah Ali,MTG-VAR,Variable Rate Mortgage,ON,BR-003,2019-08-09,2044-03-30,237931.82,169061.75,6.4879,BB,680,326010.4,51.86,B. Chen
LN-0003710,CUST-001093,Susan Sharma,MTG-VAR,Variable Rate Mortgage,NS,BR-005,2023-09-08,2048-04-29,537298.9,480284.63,6.2901,AA,750,641277.63,74.89,E. Martin
